year,month,area,uf,className,numPol
2019/2020,7,0.24,MA,MINERACAO,3
2019/2020,7,276.31,MT,CICATRIZ_DE_QUEIMADA,159
2019/2020,7,77.04,MT,CS_DESORDENADO,35
2019/2020,7,426.21,MT,CS_GEOMETRICO,119
2019/2020,7,205.93,MT,DEGRADACAO,147
2019/2020,7,293.39,MT,DESMATAMENTO_CR,1149
2019/2020,7,5.54,MT,DESMATAMENTO_VEG,17
2019/2020,7,1.4,MT,MINERACAO,18
2019/2020,7,8.83,PA,CICATRIZ_DE_QUEIMADA,18
2019/2020,7,107.97,PA,CS_DESORDENADO,25
2019/2020,7,75.25,PA,CS_GEOMETRICO,27
2019/2020,7,80.05,PA,DEGRADACAO,134
2019/2020,7,628.87,PA,DESMATAMENTO_CR,3572
2019/2020,7,35.26,PA,DESMATAMENTO_VEG,251
2019/2020,7,21.53,PA,MINERACAO,251
2019/2020,7,0.29,RO,CICATRIZ_DE_QUEIMADA,2
2019/2020,7,12.34,RO,CS_DESORDENADO,4
2019/2020,7,20.6,RO,DEGRADACAO,49
2019/2020,7,208.29,RO,DESMATAMENTO_CR,1243
2019/2020,7,1.61,RO,DESMATAMENTO_VEG,13
2019/2020,7,0.1,RO,MINERACAO,1
2019/2020,7,12.32,RR,DEGRADACAO,7
2019/2020,7,30.12,RR,DESMATAMENTO_CR,136
2019/2020,7,0.27,RR,DESMATAMENTO_VEG,3
2019/2020,7,0.28,TO,DEGRADACAO,1
2019/2020,7,0.99,TO,DESMATAMENTO_CR,9
2019/2020,7,0,,DEGRADACAO,1
2019/2020,7,0,,DESMATAMENTO_CR,2
2020/2021,8,0.55,AC,CICATRIZ_DE_QUEIMADA,5
2020/2021,8,40.53,AC,CS_DESORDENADO,10
2020/2021,8,4.06,AC,DEGRADACAO,23
2020/2021,8,132.51,AC,DESMATAMENTO_CR,1411
2020/2021,8,1.42,AC,DESMATAMENTO_VEG,18
2020/2021,8,11.12,AM,CICATRIZ_DE_QUEIMADA,57
2020/2021,8,56.34,AM,CS_DESORDENADO,12
2020/2021,8,5.38,AM,CS_GEOMETRICO,2
2020/2021,8,18.73,AM,DEGRADACAO,46
2020/2021,8,217.17,AM,DESMATAMENTO_CR,1571
2020/2021,8,1.63,AM,DESMATAMENTO_VEG,12
2020/2021,8,1.36,AM,MINERACAO,13
2020/2021,8,0.44,AP,CICATRIZ_DE_QUEIMADA,1
2020/2021,8,0.3,AP,DEGRADACAO,1
2020/2021,8,0.44,AP,DESMATAMENTO_CR,5
2020/2021,8,0.07,AP,DESMATAMENTO_VEG,1
2020/2021,8,0.47,MA,CICATRIZ_DE_QUEIMADA,3
2020/2021,8,1.14,MA,DEGRADACAO,6
2020/2021,8,28.28,MA,DESMATAMENTO_CR,189
2020/2021,8,0.17,MA,DESMATAMENTO_VEG,1
2020/2021,8,0.14,MA,MINERACAO,1
2020/2021,8,470.58,MT,CICATRIZ_DE_QUEIMADA,353
2020/2021,8,199.28,MT,CS_DESORDENADO,63
2020/2021,8,236.18,MT,CS_GEOMETRICO,59
2020/2021,8,100.36,MT,DEGRADACAO,124
2020/2021,8,170.15,MT,DESMATAMENTO_CR,839
2020/2021,8,1.21,MT,DESMATAMENTO_VEG,3
2020/2021,8,1.27,MT,MINERACAO,14
2020/2021,8,275.17,PA,CICATRIZ_DE_QUEIMADA,566
2020/2021,8,149.46,PA,CS_DESORDENADO,79
2020/2021,8,133.73,PA,CS_GEOMETRICO,35
2020/2021,8,97.16,PA,DEGRADACAO,191
2020/2021,8,501.47,PA,DESMATAMENTO_CR,3343
2020/2021,8,1.85,PA,DESMATAMENTO_VEG,15
2020/2021,8,12.8,PA,MINERACAO,155
2020/2021,8,11.99,RO,CICATRIZ_DE_QUEIMADA,47
2020/2021,8,18.93,RO,CS_DESORDENADO,7
2020/2021,8,2,RO,CS_GEOMETRICO,1
2020/2021,8,18.32,RO,DEGRADACAO,68
2020/2021,8,254.69,RO,DESMATAMENTO_CR,1467
2020/2021,8,0.42,RO,DESMATAMENTO_VEG,2
2020/2021,8,0.22,RO,MINERACAO,2
2020/2021,8,3.38,RR,CICATRIZ_DE_QUEIMADA,3
2020/2021,8,12.83,RR,CS_DESORDENADO,1
2020/2021,8,1.42,RR,DEGRADACAO,5
2020/2021,8,24.77,RR,DESMATAMENTO_CR,144
2020/2021,8,0.97,RR,DESMATAMENTO_VEG,8
2020/2021,8,0.88,TO,DESMATAMENTO_CR,11
2020/2021,8,0,,DESMATAMENTO_CR,3
2020/2021,9,1.47,AC,CICATRIZ_DE_QUEIMADA,4
2020/2021,9,1.68,AC,CS_DESORDENADO,2
2020/2021,9,2.1,AC,DEGRADACAO,9
2020/2021,9,37.31,AC,DESMATAMENTO_CR,377
2020/2021,9,0.14,AC,DESMATAMENTO_VEG,1
2020/2021,9,19.68,AM,CICATRIZ_DE_QUEIMADA,56
2020/2021,9,9.5,AM,CS_DESORDENADO,3
2020/2021,9,4.53,AM,CS_GEOMETRICO,2
2020/2021,9,12.21,AM,DEGRADACAO,43
2020/2021,9,115.62,AM,DESMATAMENTO_CR,679
2020/2021,9,1.76,AM,MINERACAO,16
2020/2021,9,0.42,AP,DESMATAMENTO_CR,5
2020/2021,9,0.09,AP,MINERACAO,1
2020/2021,9,24.29,MA,CICATRIZ_DE_QUEIMADA,19
2020/2021,9,0.56,MA,DEGRADACAO,3
2020/2021,9,11.69,MA,DESMATAMENTO_CR,78
2020/2021,9,0.17,MS,CICATRIZ_DE_QUEIMADA,4
2020/2021,9,6728.44,MT,CICATRIZ_DE_QUEIMADA,2548
2020/2021,9,169.49,MT,CS_DESORDENADO,45
2020/2021,9,133.7,MT,CS_GEOMETRICO,39
2020/2021,9,71.18,MT,DEGRADACAO,108
2020/2021,9,182.62,MT,DESMATAMENTO_CR,786
2020/2021,9,0.24,MT,MINERACAO,3
2020/2021,9,2818.08,PA,CICATRIZ_DE_QUEIMADA,2342
2020/2021,9,128.65,PA,CS_DESORDENADO,53
2020/2021,9,151.53,PA,CS_GEOMETRICO,31
2020/2021,9,85.97,PA,DEGRADACAO,193
2020/2021,9,419.77,PA,DESMATAMENTO_CR,2699
2020/2021,9,1.37,PA,DESMATAMENTO_VEG,6
2020/2021,9,4.46,PA,MINERACAO,59
2020/2021,9,210.05,RO,CICATRIZ_DE_QUEIMADA,296
2020/2021,9,14.94,RO,CS_DESORDENADO,4
2020/2021,9,22.57,RO,DEGRADACAO,63
2020/2021,9,156.84,RO,DESMATAMENTO_CR,953
2020/2021,9,0.07,RO,MINERACAO,1
2020/2021,9,0.68,RR,CICATRIZ_DE_QUEIMADA,1
2020/2021,9,8.66,RR,CS_DESORDENADO,2
2020/2021,9,0.91,RR,CS_GEOMETRICO,1
2020/2021,9,8.73,RR,DEGRADACAO,17
2020/2021,9,25.12,RR,DESMATAMENTO_CR,164
2020/2021,9,1.81,RR,DESMATAMENTO_VEG,6
2020/2021,9,0.58,RR,MINERACAO,4
2020/2021,9,21.26,TO,CICATRIZ_DE_QUEIMADA,29
2020/2021,9,1.43,TO,DEGRADACAO,1
2020/2021,9,2.64,TO,DESMATAMENTO_CR,18
2020/2021,9,0,,DESMATAMENTO_CR,1
2020/2021,10,1.09,AC,CICATRIZ_DE_QUEIMADA,10
2020/2021,10,66.99,AC,CS_DESORDENADO,14
2020/2021,10,1.85,AC,DEGRADACAO,10
2020/2021,10,63.03,AC,DESMATAMENTO_CR,640
2020/2021,10,13.06,AM,CICATRIZ_DE_QUEIMADA,51
2020/2021,10,56.48,AM,CS_DESORDENADO,27
2020/2021,10,12.47,AM,CS_GEOMETRICO,4
2020/2021,10,24.38,AM,DEGRADACAO,32
2020/2021,10,88.49,AM,DESMATAMENTO_CR,514
2020/2021,10,0.3,AM,MINERACAO,4
2020/2021,10,0.64,AP,DESMATAMENTO_CR,8
2020/2021,10,75.01,MA,CICATRIZ_DE_QUEIMADA,60
2020/2021,10,0.51,MA,CS_DESORDENADO,1
2020/2021,10,0.62,MA,DEGRADACAO,4
2020/2021,10,19.03,MA,DESMATAMENTO_CR,136
2020/2021,10,2477.49,MT,CICATRIZ_DE_QUEIMADA,1396
2020/2021,10,178.85,MT,CS_DESORDENADO,89
2020/2021,10,83.47,MT,CS_GEOMETRICO,32
2020/2021,10,116.51,MT,DEGRADACAO,142
2020/2021,10,112.97,MT,DESMATAMENTO_CR,504
2020/2021,10,1.07,MT,MINERACAO,6
2020/2021,10,708.84,PA,CICATRIZ_DE_QUEIMADA,949
2020/2021,10,138.98,PA,CS_DESORDENADO,79
2020/2021,10,74.33,PA,CS_GEOMETRICO,25
2020/2021,10,90.3,PA,DEGRADACAO,195
2020/2021,10,396.56,PA,DESMATAMENTO_CR,2588
2020/2021,10,1.12,PA,MINERACAO,19
2020/2021,10,76.11,RO,CICATRIZ_DE_QUEIMADA,109
2020/2021,10,51.79,RO,CS_DESORDENADO,24
2020/2021,10,10.32,RO,CS_GEOMETRICO,7
2020/2021,10,14.5,RO,DEGRADACAO,51
2020/2021,10,134.39,RO,DESMATAMENTO_CR,828
2020/2021,10,0.15,RO,MINERACAO,2
2020/2021,10,6.07,RR,CS_DESORDENADO,2
2020/2021,10,3.96,RR,DEGRADACAO,9
2020/2021,10,15.57,RR,DESMATAMENTO_CR,126
2020/2021,10,0.84,RR,DESMATAMENTO_VEG,5
2020/2021,10,0.1,RR,MINERACAO,1
2020/2021,10,7.24,TO,CICATRIZ_DE_QUEIMADA,10
2020/2021,10,1.46,TO,DESMATAMENTO_CR,14
2020/2021,10,0,,CICATRIZ_DE_QUEIMADA,2
2020/2021,11,7.46,AC,CS_DESORDENADO,4
2020/2021,11,0.56,AC,DEGRADACAO,2
2020/2021,11,12.73,AC,DESMATAMENTO_CR,117
2020/2021,11,6.01,AM,CS_DESORDENADO,4
2020/2021,11,0.13,AM,DEGRADACAO,1
2020/2021,11,21.81,AM,DESMATAMENTO_CR,105
2020/2021,11,0.07,AM,MINERACAO,1
2020/2021,11,0.75,MA,CICATRIZ_DE_QUEIMADA,2
2020/2021,11,0.07,MA,DEGRADACAO,1
2020/2021,11,3.7,MA,DESMATAMENTO_CR,33
2020/2021,11,629.94,MT,CICATRIZ_DE_QUEIMADA,394
2020/2021,11,49.47,MT,CS_DESORDENADO,30
2020/2021,11,54.48,MT,CS_GEOMETRICO,22
2020/2021,11,55.7,MT,DEGRADACAO,70
2020/2021,11,90.09,MT,DESMATAMENTO_CR,305
2020/2021,11,0.14,MT,MINERACAO,3
2020/2021,11,85.23,PA,CICATRIZ_DE_QUEIMADA,132
2020/2021,11,12.86,PA,CS_DESORDENADO,7
2020/2021,11,2.79,PA,CS_GEOMETRICO,2
2020/2021,11,19.57,PA,DEGRADACAO,50
2020/2021,11,119.87,PA,DESMATAMENTO_CR,750
2020/2021,11,1.3,PA,DESMATAMENTO_VEG,3
2020/2021,11,0.26,PA,MINERACAO,4
2020/2021,11,15.31,RO,CICATRIZ_DE_QUEIMADA,27
2020/2021,11,4.86,RO,CS_DESORDENADO,9
2020/2021,11,11.8,RO,DEGRADACAO,29
2020/2021,11,49.62,RO,DESMATAMENTO_CR,319
2020/2021,11,1.02,RO,DESMATAMENTO_VEG,3
2020/2021,11,0.08,RO,MINERACAO,1
2020/2021,11,4.78,RR,CS_DESORDENADO,4
2020/2021,11,7.28,RR,DESMATAMENTO_CR,45
2020/2021,11,1.36,RR,DESMATAMENTO_VEG,6
2020/2021,11,6.05,TO,CS_DESORDENADO,1
2020/2021,11,0.43,TO,DESMATAMENTO_CR,2
2020/2021,12,0.45,AC,DEGRADACAO,3
2020/2021,12,1.1,AC,DESMATAMENTO_CR,12
2020/2021,12,0.07,AM,DEGRADACAO,1
2020/2021,12,5.73,AM,DESMATAMENTO_CR,33
2020/2021,12,0.14,AM,DESMATAMENTO_VEG,1
2020/2021,12,0.13,AM,MINERACAO,1
2020/2021,12,3.3,MA,DESMATAMENTO_CR,25
2020/2021,12,78.67,MT,CICATRIZ_DE_QUEIMADA,78
2020/2021,12,33.97,MT,CS_DESORDENADO,16
2020/2021,12,34.28,MT,CS_GEOMETRICO,10
2020/2021,12,31.76,MT,DEGRADACAO,60
2020/2021,12,71.49,MT,DESMATAMENTO_CR,214
2020/2021,12,21.82,PA,CICATRIZ_DE_QUEIMADA,31
2020/2021,12,0.49,PA,CS_DESORDENADO,1
2020/2021,12,14.91,PA,DEGRADACAO,65
2020/2021,12,96.12,PA,DESMATAMENTO_CR,648
2020/2021,12,0.76,PA,DESMATAMENTO_VEG,2
2020/2021,12,2.37,PA,MINERACAO,28
2020/2021,12,13.08,RO,CICATRIZ_DE_QUEIMADA,10
2020/2021,12,1.11,RO,CS_DESORDENADO,2
2020/2021,12,1.64,RO,DEGRADACAO,10
2020/2021,12,26.32,RO,DESMATAMENTO_CR,136
2020/2021,12,0.35,RR,DEGRADACAO,1
2020/2021,12,7.87,RR,DESMATAMENTO_CR,46
2020/2021,12,13.79,TO,CICATRIZ_DE_QUEIMADA,5
2020/2021,12,0.09,TO,DESMATAMENTO_CR,1
2020/2021,1,0.7,AC,DEGRADACAO,5
2020/2021,1,1.72,AC,DESMATAMENTO_CR,13
2020/2021,1,5.86,AM,DESMATAMENTO_CR,24
2020/2021,1,0.14,MA,DESMATAMENTO_CR,1
2020/2021,1,16.64,MT,CICATRIZ_DE_QUEIMADA,11
2020/2021,1,4.58,MT,CS_DESORDENADO,2
2020/2021,1,9.62,MT,CS_GEOMETRICO,6
2020/2021,1,12.83,MT,DEGRADACAO,26
2020/2021,1,41.76,MT,DESMATAMENTO_CR,93
2020/2021,1,0.28,PA,CICATRIZ_DE_QUEIMADA,1
2020/2021,1,7.19,PA,DEGRADACAO,14
2020/2021,1,18.01,PA,DESMATAMENTO_CR,68
2020/2021,1,0.29,PA,MINERACAO,3
2020/2021,1,15.51,RO,CICATRIZ_DE_QUEIMADA,1
2020/2021,1,2.9,RO,CS_DESORDENADO,2
2020/2021,1,0.47,RO,DEGRADACAO,2
2020/2021,1,8.21,RO,DESMATAMENTO_CR,42
2020/2021,1,6.51,RR,DESMATAMENTO_CR,18
2020/2021,1,0.28,RR,MINERACAO,2
2020/2021,1,0.1,TO,DESMATAMENTO_CR,1
2020/2021,2,3.18,AC,DESMATAMENTO_CR,22
2020/2021,2,0.48,AM,DEGRADACAO,3
2020/2021,2,25.43,AM,DESMATAMENTO_CR,98
2020/2021,2,0.38,AM,MINERACAO,4
2020/2021,2,0.29,MA,DEGRADACAO,1
2020/2021,2,2.94,MA,DESMATAMENTO_CR,11
2020/2021,2,6.52,MT,CICATRIZ_DE_QUEIMADA,8
2020/2021,2,12.69,MT,CS_DESORDENADO,8
2020/2021,2,4.1,MT,CS_GEOMETRICO,2
2020/2021,2,4.04,MT,DEGRADACAO,13
2020/2021,2,27.12,MT,DESMATAMENTO_CR,80
2020/2021,2,1.45,PA,CS_DESORDENADO,2
2020/2021,2,2.11,PA,DEGRADACAO,11
2020/2021,2,34.3,PA,DESMATAMENTO_CR,144
2020/2021,2,1.83,PA,MINERACAO,8
2020/2021,2,0.12,RO,DEGRADACAO,1
2020/2021,2,9.54,RO,DESMATAMENTO_CR,44
2020/2021,2,0.73,RR,CS_DESORDENADO,2
2020/2021,2,1.02,RR,CS_GEOMETRICO,1
2020/2021,2,0.1,RR,DEGRADACAO,1
2020/2021,2,18.08,RR,DESMATAMENTO_CR,90
2020/2021,3,1.71,AC,DESMATAMENTO_CR,11
2020/2021,3,4.77,AM,CS_DESORDENADO,1
2020/2021,3,0.17,AM,DEGRADACAO,1
2020/2021,3,61.41,AM,DESMATAMENTO_CR,100
2020/2021,3,1.2,MA,DESMATAMENTO_CR,4
2020/2021,3,15.68,MT,CICATRIZ_DE_QUEIMADA,6
2020/2021,3,4.42,MT,CS_GEOMETRICO,4
2020/2021,3,7.49,MT,DEGRADACAO,17
2020/2021,3,81.77,MT,DESMATAMENTO_CR,163
2020/2021,3,0.12,MT,MINERACAO,2
2020/2021,3,0.48,PA,CICATRIZ_DE_QUEIMADA,1
2020/2021,3,15.87,PA,CS_DESORDENADO,12
2020/2021,3,24.13,PA,DEGRADACAO,41
2020/2021,3,160.66,PA,DESMATAMENTO_CR,270
2020/2021,3,6.05,PA,MINERACAO,65
2020/2021,3,6.46,RO,CICATRIZ_DE_QUEIMADA,8
2020/2021,3,1.64,RO,DEGRADACAO,7
2020/2021,3,27.72,RO,DESMATAMENTO_CR,134
2020/2021,3,1.44,RR,DEGRADACAO,8
2020/2021,3,26.55,RR,DESMATAMENTO_CR,149
2020/2021,3,0.29,RR,DESMATAMENTO_VEG,1
2020/2021,3,0.13,TO,DESMATAMENTO_CR,1
2020/2021,4,2.62,AC,DESMATAMENTO_CR,12
2020/2021,4,1.19,AM,DEGRADACAO,3
2020/2021,4,173.47,AM,DESMATAMENTO_CR,336
2020/2021,4,0.94,AM,MINERACAO,9
2020/2021,4,4.34,MA,DESMATAMENTO_CR,21
2020/2021,4,7.99,MT,CICATRIZ_DE_QUEIMADA,12
2020/2021,4,14.07,MT,CS_DESORDENADO,4
2020/2021,4,6.48,MT,CS_GEOMETRICO,4
2020/2021,4,13.1,MT,DEGRADACAO,23
2020/2021,4,116.95,MT,DESMATAMENTO_CR,274
2020/2021,4,0.08,MT,DESMATAMENTO_VEG,1
2020/2021,4,0.31,MT,MINERACAO,3
2020/2021,4,13.27,PA,CICATRIZ_DE_QUEIMADA,15
2020/2021,4,37.21,PA,CS_DESORDENADO,26
2020/2021,4,15.67,PA,CS_GEOMETRICO,4
2020/2021,4,37.92,PA,DEGRADACAO,74
2020/2021,4,193.7,PA,DESMATAMENTO_CR,458
2020/2021,4,8.62,PA,DESMATAMENTO_VEG,12
2020/2021,4,8.32,PA,MINERACAO,91
2020/2021,4,2.6,RO,CICATRIZ_DE_QUEIMADA,2
2020/2021,4,1.33,RO,DEGRADACAO,11
2020/2021,4,50.25,RO,DESMATAMENTO_CR,210
2020/2021,4,0.22,RO,MINERACAO,1
2020/2021,4,0.72,RR,DEGRADACAO,2
2020/2021,4,19.59,RR,DESMATAMENTO_CR,132
2020/2021,4,0.08,RR,MINERACAO,1
2020/2021,4,0.33,TO,DEGRADACAO,1
2020/2021,4,0.49,TO,DESMATAMENTO_CR,3
2020/2021,5,4.46,AC,DEGRADACAO,26
2020/2021,5,30.95,AC,DESMATAMENTO_CR,217
2020/2021,5,2.87,AC,DESMATAMENTO_VEG,28
2020/2021,5,0.54,AM,CICATRIZ_DE_QUEIMADA,3
2020/2021,5,36.86,AM,CS_DESORDENADO,3
2020/2021,5,11.49,AM,DEGRADACAO,47
2020/2021,5,342.74,AM,DESMATAMENTO_CR,1100
2020/2021,5,3.86,AM,DESMATAMENTO_VEG,26
2020/2021,5,0.92,AM,MINERACAO,11
2020/2021,5,0.27,AP,DESMATAMENTO_CR,1
2020/2021,5,0.15,AP,DESMATAMENTO_VEG,2
2020/2021,5,2.52,MA,DEGRADACAO,6
2020/2021,5,10.9,MA,DESMATAMENTO_CR,60
2020/2021,5,1,MA,DESMATAMENTO_VEG,7
2020/2021,5,0.32,MA,MINERACAO,3
2020/2021,5,24.32,MT,CICATRIZ_DE_QUEIMADA,36
2020/2021,5,72.96,MT,CS_DESORDENADO,33
2020/2021,5,94.46,MT,CS_GEOMETRICO,29
2020/2021,5,49.24,MT,DEGRADACAO,115
2020/2021,5,265.57,MT,DESMATAMENTO_CR,738
2020/2021,5,6.71,MT,DESMATAMENTO_VEG,16
2020/2021,5,2.89,MT,MINERACAO,27
2020/2021,5,0.67,PA,CICATRIZ_DE_QUEIMADA,3
2020/2021,5,71.77,PA,CS_DESORDENADO,31
2020/2021,5,130.39,PA,DEGRADACAO,245
2020/2021,5,450.93,PA,DESMATAMENTO_CR,1309
2020/2021,5,33.1,PA,DESMATAMENTO_VEG,145
2020/2021,5,33.39,PA,MINERACAO,344
2020/2021,5,1.12,RO,CICATRIZ_DE_QUEIMADA,5
2020/2021,5,8.64,RO,CS_DESORDENADO,1
2020/2021,5,0.3,RO,CS_GEOMETRICO,1
2020/2021,5,29.74,RO,DEGRADACAO,104
2020/2021,5,199.9,RO,DESMATAMENTO_CR,888
2020/2021,5,1.61,RO,DESMATAMENTO_VEG,10
2020/2021,5,0.42,RO,MINERACAO,7
2020/2021,5,0.64,RR,DESMATAMENTO_CR,4
2020/2021,5,4.79,TO,DEGRADACAO,2
2020/2021,5,0.98,TO,DESMATAMENTO_CR,7
2020/2021,5,0,,DESMATAMENTO_CR,1
2020/2021,6,5.48,AC,CS_DESORDENADO,2
2020/2021,6,3.52,AC,DEGRADACAO,13
2020/2021,6,43.5,AC,DESMATAMENTO_CR,371
2020/2021,6,2.43,AC,DESMATAMENTO_VEG,23
2020/2021,6,2.27,AM,CICATRIZ_DE_QUEIMADA,4
2020/2021,6,13.56,AM,CS_DESORDENADO,7
2020/2021,6,17.15,AM,DEGRADACAO,61
2020/2021,6,213.71,AM,DESMATAMENTO_CR,991
2020/2021,6,5.47,AM,DESMATAMENTO_VEG,39
2020/2021,6,0.59,AM,MINERACAO,6
2020/2021,6,0.16,AP,DESMATAMENTO_CR,1
2020/2021,6,0.21,AP,DESMATAMENTO_VEG,3
2020/2021,6,0.25,AP,MINERACAO,2
2020/2021,6,9.48,MA,DESMATAMENTO_CR,34
2020/2021,6,179.36,MT,CICATRIZ_DE_QUEIMADA,112
2020/2021,6,139.33,MT,CS_DESORDENADO,61
2020/2021,6,271.47,MT,CS_GEOMETRICO,91
2020/2021,6,117.71,MT,DEGRADACAO,144
2020/2021,6,171.21,MT,DESMATAMENTO_CR,602
2020/2021,6,4,MT,DESMATAMENTO_VEG,14
2020/2021,6,1.32,MT,MINERACAO,14
2020/2021,6,3.87,PA,CICATRIZ_DE_QUEIMADA,7
2020/2021,6,26.46,PA,CS_DESORDENADO,21
2020/2021,6,7.83,PA,CS_GEOMETRICO,3
2020/2021,6,82.94,PA,DEGRADACAO,230
2020/2021,6,402.07,PA,DESMATAMENTO_CR,1916
2020/2021,6,14.28,PA,DESMATAMENTO_VEG,54
2020/2021,6,21.68,PA,MINERACAO,245
2020/2021,6,4.85,RO,CICATRIZ_DE_QUEIMADA,10
2020/2021,6,5.81,RO,CS_DESORDENADO,7
2020/2021,6,1.03,RO,CS_GEOMETRICO,1
2020/2021,6,22.33,RO,DEGRADACAO,75
2020/2021,6,163.46,RO,DESMATAMENTO_CR,869
2020/2021,6,4.02,RO,DESMATAMENTO_VEG,24
2020/2021,6,0.55,RO,MINERACAO,7
2020/2021,6,2.22,RR,DESMATAMENTO_CR,18
2020/2021,6,0.08,RR,MINERACAO,1
2020/2021,6,0.68,TO,DESMATAMENTO_CR,5
2020/2021,6,0,,DESMATAMENTO_CR,2
2020/2021,7,61.08,AC,CS_DESORDENADO,18
2020/2021,7,9.29,AC,DEGRADACAO,56
2020/2021,7,150.37,AC,DESMATAMENTO_CR,1483
2020/2021,7,1.83,AC,DESMATAMENTO_VEG,15
2020/2021,7,0.59,AM,CICATRIZ_DE_QUEIMADA,3
2020/2021,7,17.64,AM,CS_DESORDENADO,7
2020/2021,7,1.03,AM,CS_GEOMETRICO,1
2020/2021,7,41.03,AM,DEGRADACAO,177
2020/2021,7,429.62,AM,DESMATAMENTO_CR,2261
2020/2021,7,1.79,AM,DESMATAMENTO_VEG,14
2020/2021,7,1.11,AM,MINERACAO,14
2020/2021,7,0.11,MA,CICATRIZ_DE_QUEIMADA,1
2020/2021,7,21.1,MA,DESMATAMENTO_CR,97
2020/2021,7,0.28,MA,DESMATAMENTO_VEG,1
2020/2021,7,0.2,MA,MINERACAO,1
2020/2021,7,104.52,MT,CICATRIZ_DE_QUEIMADA,113
2020/2021,7,263.37,MT,CS_DESORDENADO,117
2020/2021,7,141.44,MT,CS_GEOMETRICO,54
2020/2021,7,130.76,MT,DEGRADACAO,204
2020/2021,7,137.37,MT,DESMATAMENTO_CR,666
2020/2021,7,0.98,MT,DESMATAMENTO_VEG,3
2020/2021,7,1.55,MT,MINERACAO,19
2020/2021,7,8.16,PA,CICATRIZ_DE_QUEIMADA,12
2020/2021,7,196.58,PA,CS_DESORDENADO,59
2020/2021,7,16.42,PA,CS_GEOMETRICO,11
2020/2021,7,149.67,PA,DEGRADACAO,376
2020/2021,7,480.75,PA,DESMATAMENTO_CR,2493
2020/2021,7,7.92,PA,DESMATAMENTO_VEG,37
2020/2021,7,13.05,PA,MINERACAO,156
2020/2021,7,4.35,RO,CICATRIZ_DE_QUEIMADA,7
2020/2021,7,36.14,RO,CS_DESORDENADO,23
2020/2021,7,36.3,RO,DEGRADACAO,149
2020/2021,7,247.24,RO,DESMATAMENTO_CR,1565
2020/2021,7,0.5,RO,DESMATAMENTO_VEG,4
2020/2021,7,0.11,RO,MINERACAO,1
2020/2021,7,0.23,RR,DEGRADACAO,1
2020/2021,7,1.29,RR,DESMATAMENTO_CR,8
2020/2021,7,0.87,TO,DESMATAMENTO_CR,8
2020/2021,7,0,,DESMATAMENTO_CR,2
2021/2022,8,2.37,AC,CICATRIZ_DE_QUEIMADA,13
2021/2022,8,25.79,AC,CS_DESORDENADO,9
2021/2022,8,8.08,AC,DEGRADACAO,54
2021/2022,8,81.11,AC,DESMATAMENTO_CR,782
2021/2022,8,0.21,AC,DESMATAMENTO_VEG,2
2021/2022,8,9.57,AM,CICATRIZ_DE_QUEIMADA,35
2021/2022,8,121.27,AM,CS_DESORDENADO,11
2021/2022,8,39.57,AM,DEGRADACAO,136
2021/2022,8,198.32,AM,DESMATAMENTO_CR,1157
2021/2022,8,4.14,AM,MINERACAO,41
2021/2022,8,0.26,AP,MINERACAO,4
2021/2022,8,7.77,MA,DESMATAMENTO_CR,44
2021/2022,8,680.66,MT,CICATRIZ_DE_QUEIMADA,487
2021/2022,8,102.6,MT,CS_DESORDENADO,57
2021/2022,8,196.43,MT,CS_GEOMETRICO,86
2021/2022,8,128.58,MT,DEGRADACAO,166
2021/2022,8,99.74,MT,DESMATAMENTO_CR,417
2021/2022,8,0.16,MT,MINERACAO,1
2021/2022,8,203.59,PA,CICATRIZ_DE_QUEIMADA,274
2021/2022,8,91.86,PA,CS_DESORDENADO,35
2021/2022,8,57.85,PA,CS_GEOMETRICO,18
2021/2022,8,104.74,PA,DEGRADACAO,309
2021/2022,8,393.18,PA,DESMATAMENTO_CR,2086
2021/2022,8,3.59,PA,DESMATAMENTO_VEG,12
2021/2022,8,2.64,PA,MINERACAO,39
2021/2022,8,51.58,RO,CICATRIZ_DE_QUEIMADA,110
2021/2022,8,2.38,RO,CS_DESORDENADO,2
2021/2022,8,0.69,RO,CS_GEOMETRICO,3
2021/2022,8,40.1,RO,DEGRADACAO,161
2021/2022,8,121.9,RO,DESMATAMENTO_CR,710
2021/2022,8,0.21,RO,DESMATAMENTO_VEG,1
2021/2022,8,3.58,RR,CS_DESORDENADO,1
2021/2022,8,1.55,RR,DEGRADACAO,3
2021/2022,8,4.43,RR,DESMATAMENTO_CR,28
2021/2022,8,0.58,TO,DESMATAMENTO_CR,5
2021/2022,9,14.11,AC,CICATRIZ_DE_QUEIMADA,44
2021/2022,9,80.66,AC,CS_DESORDENADO,25
2021/2022,9,9.04,AC,DEGRADACAO,49
2021/2022,9,70.17,AC,DESMATAMENTO_CR,641
2021/2022,9,36.34,AM,CICATRIZ_DE_QUEIMADA,99
2021/2022,9,61.87,AM,CS_DESORDENADO,20
2021/2022,9,0.84,AM,CS_GEOMETRICO,1
2021/2022,9,60.2,AM,DEGRADACAO,193
2021/2022,9,227.01,AM,DESMATAMENTO_CR,1131
2021/2022,9,0.16,AM,DESMATAMENTO_VEG,2
2021/2022,9,2.16,AM,MINERACAO,14
2021/2022,9,0.59,AP,DESMATAMENTO_CR,7
2021/2022,9,0.08,AP,MINERACAO,1
